trial	TP	TN	FP	FN	prec	sens	errorRate	AUC	expr	testFunctionalLncs	testSetSize
8	7	17	562	1	0.0123022847100176	0.875	0.959114139693356	0.452180483592401	glm.circ.weights.stats	8	1367
8	1	573	6	7	0.142857142857143	0.125	0.0221465076660988	0.557318652849741	glm.circ.stats	8	1367
8	3	563	16	5	0.157894736842105	0.375	0.0357751277683135	0.731433506044904	ridge.weight.stats	8	1367
8	0	577	2	8	0	0	0.0170357751277683	0.725172711571674	ridge.stats	8	1367
8	0	575	4	8	0	0	0.020442930153322	0.644214162348877	lasso.weight.stats	8	1367
8	0	579	0	8	NA	0	0.0136286201022147	0.687607944732297	lasso.stats	8	1367
7	8	195	381	3	0.0205655526992288	0.727272727272727	0.654173764906303	0.532907196969697	glm.poly2.weight.stats	11	1367
7	4	559	17	7	0.19047619047619	0.363636363636364	0.040885860306644	0.667061237373737	glm.poly2.stats	11	1367
7	3	533	43	8	0.0652173913043478	0.272727272727273	0.0868824531516184	0.44491792929293	glm.main.weight.stats	11	1367
7	2	574	2	9	0.5	0.181818181818182	0.0187393526405452	0.577020202020203	glm.main.stats	11	1367
7	2	529	47	9	0.0408163265306122	0.181818181818182	0.0954003407155025	0.55011047979798	glm.cross.weights.stats	11	1367
7	4	560	16	7	0.2	0.363636363636364	0.0391822827938672	0.667929292929293	glm.cross.stats	11	1367
7	4	541	35	7	0.102564102564103	0.363636363636364	0.0715502555366269	0.556344696969699	lda.main.stats	11	1367
7	1	568	8	10	0.111111111111111	0.0909090909090909	0.030664395229983	0.405618686868688	qda.main.stats	11	1367
7	1	566	10	10	0.0909090909090909	0.0909090909090909	0.0340715502555367	0	knn.1.stats	11	1367
7	1	576	0	10	1	0.0909090909090909	0.0170357751277683	0	knn.3.stats	11	1367
7	0	576	0	11	NA	0	0.0187393526405452	0	knn.5.stats	11	1367
7	2	573	3	9	0.4	0.181818181818182	0.020442930153322	0.588304924242424	glm.circ.weights.stats	11	1367
7	1	574	2	10	0.333333333333333	0.0909090909090909	0.020442930153322	0.543718434343434	glm.circ.stats	11	1367
7	4	564	12	7	0.25	0.363636363636364	0.0323679727427598	0.727588383838384	ridge.weight.stats	11	1367
7	0	576	0	11	NA	0	0.0187393526405452	0.729008838383839	ridge.stats	11	1367
7	1	569	7	10	0.125	0.0909090909090909	0.0289608177172062	0.675978535353535	lasso.weight.stats	11	1367
7	0	576	0	11	NA	0	0.0187393526405452	0.5	lasso.stats	11	1367
6	4	547	28	8	0.125	0.333333333333333	0.061328790459966	0.64231884057971	glm.poly2.weight.stats	12	1367
6	2	551	24	10	0.0769230769230769	0.166666666666667	0.0579216354344123	0.562463768115942	glm.poly2.stats	12	1367
6	2	539	36	10	0.0526315789473684	0.166666666666667	0.0783645655877342	0.623913043478256	glm.main.weight.stats	12	1367
6	2	574	1	10	0.666666666666667	0.166666666666667	0.0187393526405452	0.530434782608696	glm.main.stats	12	1367
6	4	546	29	8	0.121212121212121	0.333333333333333	0.0630323679727428	0.641449275362319	glm.cross.weights.stats	12	1367
6	2	560	15	10	0.117647058823529	0.166666666666667	0.0425894378194208	0.570289855072464	glm.cross.stats	12	1367
6	2	550	25	10	0.0740740740740741	0.166666666666667	0.0596252129471891	0.468840579710146	lda.main.stats	12	1367
6	1	569	6	11	0.142857142857143	0.0833333333333333	0.0289608177172062	0.284565217391304	qda.main.stats	12	1367
6	0	560	15	12	0	0	0.0459965928449745	0	knn.1.stats	12	1367
6	0	574	1	12	0	0	0.0221465076660988	0	knn.3.stats	12	1367
6	0	575	0	12	NA	0	0.020442930153322	0	knn.5.stats	12	1367
6	12	4	571	0	0.0205831903945112	1	0.972742759795571	0.503478260869565	glm.circ.weights.stats	12	1367
6	2	575	0	10	1	0.166666666666667	0.0170357751277683	0.557971014492753	glm.circ.stats	12	1367
6	3	564	11	9	0.214285714285714	0.25	0.0340715502555367	0.714347826086955	ridge.weight.stats	12	1367
6	0	574	1	12	0	0	0.0221465076660988	0.645652173913043	ridge.stats	12	1367
6	1	548	27	11	0.0357142857142857	0.0833333333333333	0.0647359454855196	0.490144927536231	lasso.weight.stats	12	1367
6	0	574	1	12	0	0	0.0221465076660988	0.573478260869564	lasso.stats	12	1367
5	9	285	285	8	0.0306122448979592	0.529411764705882	0.499148211243612	0.514705882352941	glm.poly2.weight.stats	17	1367
5	7	555	15	10	0.318181818181818	0.411764705882353	0.0425894378194208	0.692724458204334	glm.poly2.stats	17	1367
5	5	514	56	12	0.0819672131147541	0.294117647058824	0.115843270868825	0.514860681114549	glm.main.weight.stats	17	1367
5	3	569	1	14	0.75	0.176470588235294	0.0255536626916525	0.698864809081533	glm.main.stats	17	1367
5	6	490	80	11	0.0697674418604651	0.352941176470588	0.155025553662692	0.606295149638803	glm.cross.weights.stats	17	1367
5	4	559	11	13	0.266666666666667	0.235294117647059	0.040885860306644	0.607997936016512	glm.cross.stats	17	1367
5	7	538	32	10	0.179487179487179	0.411764705882353	0.0715502555366269	0.608771929824559	lda.main.stats	17	1367
5	1	535	35	16	0.0277777777777778	0.0588235294117647	0.0868824531516184	0.252218782249741	qda.main.stats	17	1367
5	3	556	14	14	0.176470588235294	0.176470588235294	0.0477001703577513	0	knn.1.stats	17	1367
5	0	569	1	17	0	0	0.030664395229983	0	knn.3.stats	17	1367
5	0	570	0	17	NA	0	0.0289608177172062	0	knn.5.stats	17	1367
5	3	568	2	14	0.6	0.176470588235294	0.0272572402044293	0.586480908152735	glm.circ.weights.stats	17	1367
5	3	570	0	14	1	0.176470588235294	0.0238500851788757	0.475025799793601	glm.circ.stats	17	1367
5	10	546	24	7	0.294117647058824	0.588235294117647	0.0528109028960818	0.869246646026833	ridge.weight.stats	17	1367
5	0	570	0	17	NA	0	0.0289608177172062	0.869143446852427	ridge.stats	17	1367
5	7	538	32	10	0.179487179487179	0.411764705882353	0.0715502555366269	0.699742002063987	lasso.weight.stats	17	1367
5	0	570	0	17	NA	0	0.0289608177172062	0.792156862745102	lasso.stats	17	1367
4	3	333	243	8	0.0121951219512195	0.272727272727273	0.427597955706985	0.425426136363636	glm.poly2.weight.stats	11	1367
4	2	555	21	9	0.0869565217391304	0.181818181818182	0.051107325383305	0.572679924242424	glm.poly2.stats	11	1367
4	3	525	51	8	0.0555555555555556	0.272727272727273	0.100511073253833	0.505997474747475	glm.main.weight.stats	11	1367
4	3	576	0	8	1	0.272727272727273	0.0136286201022147	0.55681818181818	glm.main.stats	11	1367
4	3	545	31	8	0.0882352941176471	0.272727272727273	0.0664395229982965	0.609453914141414	glm.cross.weights.stats	11	1367
4	1	553	23	10	0.0416666666666667	0.0909090909090909	0.0562180579216355	0.525489267676768	glm.cross.stats	11	1367
4	4	552	24	7	0.142857142857143	0.363636363636364	0.0528109028960818	0.639046717171716	lda.main.stats	11	1367
4	1	569	7	10	0.125	0.0909090909090909	0.0289608177172062	0.341619318181819	qda.main.stats	11	1367
4	3	565	11	8	0.214285714285714	0.272727272727273	0.0323679727427598	0	knn.1.stats	11	1367
4	2	576	0	9	1	0.181818181818182	0.0153321976149915	0	knn.3.stats	11	1367
4	1	576	0	10	1	0.0909090909090909	0.0170357751277683	0	knn.5.stats	11	1367
4	3	560	16	8	0.157894736842105	0.272727272727273	0.040885860306644	0.455334595959597	glm.circ.weights.stats	11	1367
4	10	30	546	1	0.0179856115107914	0.909090909090909	0.931856899488927	0.480587121212121	glm.circ.stats	11	1367
4	4	569	7	7	0.363636363636364	0.363636363636364	0.0238500851788757	0.681502525252527	ridge.weight.stats	11	1367
4	0	576	0	11	NA	0	0.0187393526405452	0.678188131313133	ridge.stats	11	1367
4	3	551	25	8	0.107142857142857	0.272727272727273	0.0562180579216355	0.569523358585858	lasso.weight.stats	11	1367
4	0	576	0	11	NA	0	0.0187393526405452	0.650883838383839	lasso.stats	11	1367
3	4	521	50	12	0.0740740740740741	0.25	0.105621805792164	0.581217162872154	glm.poly2.weight.stats	16	1367
3	5	534	37	11	0.119047619047619	0.3125	0.0817717206132879	0.623850700525394	glm.poly2.stats	16	1367
3	8	509	62	8	0.114285714285714	0.5	0.119250425894378	0.643169877408054	glm.main.weight.stats	16	1367
3	4	569	2	12	0.666666666666667	0.25	0.0238500851788757	0.712456217162869	glm.main.stats	16	1367
3	4	527	44	12	0.0833333333333333	0.25	0.0954003407155025	0.586471103327496	glm.cross.weights.stats	16	1367
3	2	549	22	14	0.0833333333333333	0.125	0.061328790459966	0.543235551663748	glm.cross.stats	16	1367
3	7	533	38	9	0.155555555555556	0.4375	0.080068143100511	0.719899299474604	lda.main.stats	16	1367
3	2	569	2	14	0.5	0.125	0.0272572402044293	0.332913747810858	qda.main.stats	16	1367
3	1	557	14	15	0.0666666666666667	0.0625	0.0494037478705281	0	knn.1.stats	16	1367
3	0	570	1	16	0	0	0.0289608177172062	0	knn.3.stats	16	1367
3	0	571	0	16	NA	0	0.0272572402044293	0	knn.5.stats	16	1367
3	15	18	553	1	0.0264084507042254	0.9375	0.943781942078365	0.484511821366024	glm.circ.weights.stats	16	1367
3	4	566	5	12	0.444444444444444	0.25	0.0289608177172062	0.66922066549912	glm.circ.stats	16	1367
3	7	539	32	9	0.179487179487179	0.4375	0.0698466780238501	0.742119089316984	ridge.weight.stats	16	1367
3	1	571	0	15	1	0.0625	0.0255536626916525	0.678086690017514	ridge.stats	16	1367
3	6	530	41	10	0.127659574468085	0.375	0.0868824531516184	0.634851138353766	lasso.weight.stats	16	1367
3	0	571	0	16	NA	0	0.0272572402044293	0.564634413309983	lasso.stats	16	1367
2	7	532	41	7	0.145833333333333	0.5	0.0817717206132879	0.714223385689354	glm.poly2.weight.stats	14	1367
2	6	549	24	8	0.2	0.428571428571429	0.0545144804088586	0.693343305908751	glm.poly2.stats	14	1367
2	4	523	50	10	0.0740740740740741	0.285714285714286	0.10221465076661	0.532597855896282	glm.main.weight.stats	14	1367
2	3	569	4	11	0.428571428571429	0.214285714285714	0.0255536626916525	0.572986786337569	glm.main.stats	14	1367
2	6	507	66	8	0.0833333333333333	0.428571428571429	0.126064735945486	0.656694091249065	glm.cross.weights.stats	14	1367
2	4	550	23	10	0.148148148148148	0.285714285714286	0.0562180579216355	0.62278733482922	glm.cross.stats	14	1367
2	4	548	25	10	0.137931034482759	0.285714285714286	0.0596252129471891	0.603091498379453	lda.main.stats	14	1367
2	1	568	5	13	0.166666666666667	0.0714285714285714	0.030664395229983	0.306906008476688	qda.main.stats	14	1367
2	2	560	13	12	0.133333333333333	0.142857142857143	0.0425894378194208	0	knn.1.stats	14	1367
2	1	573	0	13	1	0.0714285714285714	0.0221465076660988	0	knn.3.stats	14	1367
2	1	573	0	13	1	0.0714285714285714	0.0221465076660988	0	knn.5.stats	14	1367
2	13	7	566	1	0.0224525043177893	0.928571428571429	0.965928449744463	0.470393916728995	glm.circ.weights.stats	14	1367
2	2	572	1	12	0.666666666666667	0.142857142857143	0.0221465076660988	0.570555971079531	glm.circ.stats	14	1367
2	5	560	13	9	0.277777777777778	0.357142857142857	0.0374787052810903	0.80715532286213	ridge.weight.stats	14	1367
2	0	573	0	14	NA	0	0.0238500851788757	0.80727998005485	ridge.stats	14	1367
2	4	559	14	10	0.222222222222222	0.285714285714286	0.040885860306644	0.740837696335079	lasso.weight.stats	14	1367
2	0	573	0	14	NA	0	0.0238500851788757	0.5	lasso.stats	14	1367
1	4	533	35	15	0.102564102564103	0.210526315789474	0.0851788756388415	0.574453298739807	glm.poly2.weight.stats	19	1367
1	4	536	32	15	0.111111111111111	0.210526315789474	0.080068143100511	0.57709414381023	glm.poly2.stats	19	1367
1	7	514	54	12	0.114754098360656	0.368421052631579	0.112436115843271	0.73934395848777	glm.main.weight.stats	19	1367
1	3	568	0	16	1	0.157894736842105	0.0272572402044293	0.725259451445516	glm.main.stats	19	1367
1	4	525	43	15	0.0851063829787234	0.210526315789474	0.0988074957410562	0.567411045218681	glm.cross.weights.stats	19	1367
1	3	548	20	16	0.130434782608696	0.157894736842105	0.061328790459966	0.561341734618236	glm.cross.stats	19	1367
1	6	532	36	13	0.142857142857143	0.315789473684211	0.0834752981260647	0.712935507783544	lda.main.stats	19	1367
1	0	563	5	19	0	0	0.040885860306644	0.231653076352854	qda.main.stats	19	1367
1	1	559	9	18	0.1	0.0526315789473684	0.0459965928449745	0	knn.1.stats	19	1367
1	0	568	0	19	NA	0	0.0323679727427598	0	knn.3.stats	19	1367
1	0	568	0	19	NA	0	0.0323679727427598	0	knn.5.stats	19	1367
1	2	566	2	17	0.5	0.105263157894737	0.0323679727427598	0.550871015567087	glm.circ.weights.stats	19	1367
1	2	567	1	17	0.666666666666667	0.105263157894737	0.030664395229983	0.551751297257227	glm.circ.stats	19	1367
1	1	566	2	18	0.333333333333333	0.0526315789473684	0.0340715502555367	0.769736842105261	ridge.weight.stats	19	1367
1	0	568	0	19	NA	0	0.0323679727427598	0.76797627872498	ridge.stats	19	1367
1	6	553	15	13	0.285714285714286	0.315789473684211	0.0477001703577513	0.756949592290587	lasso.weight.stats	19	1367
1	0	568	0	19	NA	0	0.0323679727427598	0.668458117123795	lasso.stats	19	1367
