filename	dccAccession	size	cell	dateUnrestricted	dataType	view	filename	spikeInPool	composite	localfile	replicate	geoSampleAccession	labVersion	labExpId	md5sum	dateSubmitted	lab	dataVersion	url	readType	organism	seqPlatform	bioRep	localization	project	tableName	type	subId	grant	rnaExtract
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqA549CellPamTranscriptGencV7.gtf.gz	wgEncodeEH000184	4.8M	A549	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqA549CellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqA549CellPamTranscriptGencV7.gtf.gz	1,2	GSM767854	iIDR	LID9005,LID9006	8e081541337a72c44a68156ed35d4420	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqA549CellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	021WC,022WC	cell	wgEncode	wgEncodeCshlLongRnaSeqA549CellPamTranscriptGencV7	gtf	4589	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqSknshraCellPamTranscriptGencV7.gtf.gz	wgEncodeEH000197	4.9M	SK-N-SH_RA	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqSknshraCellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqSknshraCellPamTranscriptGencV7.gtf.gz	1,2	GSM767845	iIDR	LID9003,LID9011	c99e0678dd75482ca8cb29d575347a0e	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqSknshraCellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	019WC,020WC	cell	wgEncode	wgEncodeCshlLongRnaSeqSknshraCellPamTranscriptGencV7	gtf	4561	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHepg2CellPapTranscriptGencV7.gtf.gz	wgEncodeEH000160	5.0M	HepG2	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHepg2CellPapTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqHepg2CellPapTranscriptGencV7.gtf.gz	1,2	GSM758575	iIDR	LID16635,LID16636	893f3b0bba3479f34d39997e6b1af645	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHepg2CellPapTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	013WC,014WC	cell	wgEncode	wgEncodeCshlLongRnaSeqHepg2CellPapTranscriptGencV7	gtf	4596	Gingeras	longPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPapTranscriptGencV7.gtf.gz	wgEncodeEH000167	5.1M	NHEK	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPapTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqNhekCellPapTranscriptGencV7.gtf.gz	1,2	GSM765401	iIDR	LID16631,LID16632	e69f35ee3ab615eefd9ccce307aeca47	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPapTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	007WC,008WC	cell	wgEncode	wgEncodeCshlLongRnaSeqNhekCellPapTranscriptGencV7	gtf	4591	Gingeras	longPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHepg2CellPamTranscriptGencV7.gtf.gz	wgEncodeEH000159	4.8M	HepG2	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHepg2CellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqHepg2CellPamTranscriptGencV7.gtf.gz	1,2	GSM758567	iIDR	LID8792,LID8793	32d56e71f5c4c1d9ddf67273313eb416	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHepg2CellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	013WC,014WC	cell	wgEncode	wgEncodeCshlLongRnaSeqHepg2CellPamTranscriptGencV7	gtf	4580	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPamTranscriptGencV7.gtf.gz	wgEncodeEH000164	4.8M	NHEK	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqNhekCellPamTranscriptGencV7.gtf.gz	1,2	GSM765398	iIDR	LID8665,LID8666	ff4d40b5ae929a2d4041231dac69ea54	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqNhekCellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	007WC,008WC	cell	wgEncode	wgEncodeCshlLongRnaSeqNhekCellPamTranscriptGencV7	gtf	4567	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHmecCellPapTranscriptGencV7.gtf.gz	wgEncodeEH000153	4.4M	HMEC	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHmecCellPapTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqHmecCellPapTranscriptGencV7.gtf.gz	1	GSM758571	iIDR	LID8695	2711f0ee759331143a379ca7aa9cbdc3	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHmecCellPapTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	036WC	cell	wgEncode	wgEncodeCshlLongRnaSeqHmecCellPapTranscriptGencV7	gtf	4556	Gingeras	longPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqAg04450CellPapTranscriptGencV7.gtf.gz	wgEncodeEH000144	5.0M	AG04450	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqAg04450CellPapTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqAg04450CellPapTranscriptGencV7.gtf.gz	1,2	GSM758561	iIDR	LID8965,LID8966	aacf107c3de4dee8a9bf9681668b0e9b	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqAg04450CellPapTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	017WC,018WC	cell	wgEncode	wgEncodeCshlLongRnaSeqAg04450CellPapTranscriptGencV7	gtf	4554	Gingeras	longPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqK562CellPapTranscriptGencV7.gtf.gz	wgEncodeEH000163	5.0M	K562	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqK562CellPapTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqK562CellPapTranscriptGencV7.gtf.gz	1,2	GSM765405	iIDR	LID16627,LID16628	03b417bc2b50aa043c6ef664fc062cca	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqK562CellPapTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	001WC,002WC	cell	wgEncode	wgEncodeCshlLongRnaSeqK562CellPapTranscriptGencV7	gtf	4585	Gingeras	longPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHmecCellPamTranscriptGencV7.gtf.gz	wgEncodeEH000176	3.9M	HMEC	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHmecCellPamTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqHmecCellPamTranscriptGencV7.gtf.gz	1	GSM765397	iIDR	LID8831	cc53721e067d06cd6069d7bd3a56136b	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHmecCellPamTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	036WC	cell	wgEncode	wgEncodeCshlLongRnaSeqHmecCellPamTranscriptGencV7	gtf	4547	Gingeras	longNonPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqMcf7CellPapTranscriptGencV7.gtf.gz	wgEncodeEH000175	5.0M	MCF-7	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqMcf7CellPapTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqMcf7CellPapTranscriptGencV7.gtf.gz	1,2	GSM765388	iIDR	LID8686,LID8687	dff0e7daa3115b89d54456d1f975c53f	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqMcf7CellPapTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	015WC,016WC	cell	wgEncode	wgEncodeCshlLongRnaSeqMcf7CellPapTranscriptGencV7	gtf	4600	Gingeras	longPolyA
http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHuvecCellPapTranscriptGencV7.gtf.gz	wgEncodeEH000155	5.0M	HUVEC	2012-04-13	RnaSeq	TranscriptGencV7	http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHuvecCellPapTranscriptGencV7.gtf.gz	Nist14	wgEncodeCshlLongRnaSeq	/home/wespisea/scratch/encodeRnaSeq/cshl/wgEncodeCshlLongRnaSeqHuvecCellPapTranscriptGencV7.gtf.gz	1,2	GSM758563	iIDR	LID8463,LID8464	2f22005d5e2919203c63274c22e2b0f4	2011-07-13	CSHL	ENCODE Mar 2012 Freeze	/http://hgdownload-test.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/releaseLatest/wgEncodeCshlLongRnaSeqHuvecCellPapTranscriptGencV7.gtf.gz	2x76D	human;	Illumina_GA2x	009WC,010WC	cell	wgEncode	wgEncodeCshlLongRnaSeqHuvecCellPapTranscriptGencV7	gtf	4564	Gingeras	longPolyA
